,Race,Sex,Region,State,Race Victim,Sex Victim,Race2,Race3,Race4,Victim
1276,White,Male,South,Maryland,White,Female,White,White Female,White Female,1
1277,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1278,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1279,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1280,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1281,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1282,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1283,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1284,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1285,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1286,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1287,White,Male,West,Nevada,White,Female,White,White Female,White Female,1
1288,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1289,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1290,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1291,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1292,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1293,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1294,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1295,Other,Male,South,Virginia,Black,Female,Other,Other Female,Black Female,1
1296,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1297,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1298,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1299,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1300,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1301,Other,Male,South,North Carolina,Black,Female,Other,Other Female,Black Female,1
1302,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1303,Other,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1304,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1305,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1306,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1307,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1308,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1309,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1310,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1311,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1312,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1313,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1314,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1315,White,Male,West,California,White,Female,White,White Female,White Female,1
1316,White,Male,West,California,White,Female,White,White Female,White Female,1
1317,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1318,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1319,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1320,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1321,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1322,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1323,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1324,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1325,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1326,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1327,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1328,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1329,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1330,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1331,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1332,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1333,Other,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1334,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1335,White,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1336,White,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1337,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1338,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1339,Other,Male,Midwest,Missouri,Black,Female,Other,Other Female,Black Female,1
1340,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1341,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1342,Other,Male,South,North Carolina,Black,Male,Other,Other Male,Black Male,1
1343,Other,Male,South,North Carolina,Black,Female,Other,Other Female,Black Female,1
1344,Other,Male,South,North Carolina,Black,Female,Other,Other Female,Black Female,1
1345,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1346,White,Male,Northeast,Connecticut,White,Female,White,White Female,White Female,1
1347,White,Male,Northeast,Connecticut,White,Female,White,White Female,White Female,1
1348,White,Male,Northeast,Connecticut,White,Female,White,White Female,White Female,1
1349,White,Male,Northeast,Connecticut,White,Female,White,White Female,White Female,1
1350,Other,Male,Midwest,Missouri,Black,Female,Other,Other Female,Black Female,1
1351,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1352,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1353,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1354,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1355,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1356,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1357,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1358,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1359,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1360,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1361,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1362,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1363,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1364,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1365,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1366,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1367,Other,Female,South,Texas,Black,Male,Other,Other Male,Black Male,1
1368,Other,Female,South,Texas,Black,Male,Other,Other Male,Black Male,1
1369,Other,Female,South,Texas,Black,Female,Other,Other Female,Black Female,1
1370,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1371,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1372,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1373,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1374,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1375,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1376,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1377,Other,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1378,Other,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1379,Other,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1380,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1381,Other,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1382,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1383,White,Male,South,Delaware,White,Female,White,White Female,White Female,1
1384,Other,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1385,Other,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1386,Other,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1387,Other,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1388,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1389,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1390,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1391,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1392,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1393,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1394,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1395,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1396,Other,Male,South,North Carolina,Other Race,Female,Other,Other Female,Other Race Female,1
1397,White,Male,South,Arkansas,White,Female,White,White Female,White Female,1
1398,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1399,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1400,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1401,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1402,White,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1403,Other,Male,South,Maryland,White,Female,White,White Female,White Female,1
1404,Other,Male,West,California,White,Male,White,White Male,White Male,1
1405,Other,Male,West,California,Asian,Male,Other,Other Male,Asian Male,1
1406,Other,Male,West,California,Asian,Female,Other,Other Female,Asian Female,1
1407,Other,Male,West,California,Asian,Female,Other,Other Female,Asian Female,1
1408,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1409,Other,Male,West,California,White,Male,White,White Male,White Male,1
1410,Other,Male,West,California,White,Male,White,White Male,White Male,1
1411,Other,Male,West,California,White,Female,White,White Female,White Female,1
1412,Other,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1413,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1414,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1415,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1416,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1417,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1418,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1419,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1420,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1421,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1422,White,Male,South,Texas,Native American,Male,Other,Other Male,Native American Male,1
1423,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1424,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1425,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1426,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1427,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1428,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1429,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1430,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1431,Other,Male,South,North Carolina,Black,Female,Other,Other Female,Black Female,1
1432,Other,Male,West,Nevada,White,Female,White,White Female,White Female,1
1433,Other,Male,South,Virginia,White,Female,White,White Female,White Female,1
1434,Other,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1435,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1436,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1437,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1438,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1439,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1440,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1441,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1442,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1443,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1444,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1445,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1446,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
1447,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1448,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1449,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1450,White,Male,South,South Carolina,Black,Male,Other,Other Male,Black Male,1
1451,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1452,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1453,White,Male,South,Virginia,Black,Female,Other,Other Female,Black Female,1
1454,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1455,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1456,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1457,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1458,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1459,White,Male,West,Montana,White,Male,White,White Male,White Male,1
1460,White,Male,West,Montana,White,Male,White,White Male,White Male,1
1461,White,Male,West,Montana,White,Female,White,White Female,White Female,1
1462,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1463,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1464,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1465,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1466,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1467,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1468,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1469,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1470,Other,Male,South,Florida,White,Male,White,White Male,White Male,1
1471,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1472,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1473,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1474,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1475,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1476,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1477,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1478,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1479,White,Male,South,Florida,Latino,Male,Other,Other Male,Latino Male,1
1480,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1481,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1482,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1483,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1484,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1485,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1486,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1487,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1488,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1489,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1490,White,Male,South,Virginia,Black,Male,Other,Other Male,Black Male,1
1491,Other,Male,South,Florida,White,Male,White,White Male,White Male,1
1492,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1493,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1494,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1495,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1496,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1497,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1498,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1499,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1500,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1501,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1502,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1503,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1504,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1505,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1506,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1507,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1508,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1509,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1510,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1511,Other,Male,South,Texas,Asian,Male,Other,Other Male,Asian Male,1
1512,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1513,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1514,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1515,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1516,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1517,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1518,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1519,Other,Male,South,Alabama,White,Male,White,White Male,White Male,1
1520,Other,Male,South,Alabama,White,Female,White,White Female,White Female,1
1521,White,Male,Midwest,Indiana,Latino,Male,Other,Other Male,Latino Male,1
1522,White,Male,South,Tennessee,White,Male,White,White Male,White Male,1
1523,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1524,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1525,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1526,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1527,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1528,Other,Male,South,Texas,Asian,Female,Other,Other Female,Asian Female,1
1529,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1530,Other,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1531,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1532,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1533,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1534,Other,Male,South,Georgia,Black,Female,Other,Other Female,Black Female,1
1535,Other,Male,South,Georgia,Black,Female,Other,Other Female,Black Female,1
1536,Other,Male,South,Georgia,Black,Female,Other,Other Female,Black Female,1
1537,White,Male,Midwest,South Dakota,White,Male,White,White Male,White Male,1
1538,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1539,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1540,Other,Male,South,Alabama,White,Female,White,White Female,White Female,1
1541,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1542,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1543,Other,Male,South,Texas,Asian,Female,Other,Other Female,Asian Female,1
1544,Other,Male,South,Alabama,White,Male,White,White Male,White Male,1
1545,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1546,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1547,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1548,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1549,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1550,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1551,White,Male,South,Tennessee,White,Male,White,White Male,White Male,1
1552,White,Male,South,Tennessee,White,Male,White,White Male,White Male,1
1553,White,Male,South,Tennessee,White,Male,White,White Male,White Male,1
1554,White,Male,South,Tennessee,Black,Female,Other,Other Female,Black Female,1
1555,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1556,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1557,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1558,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1559,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1560,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1561,Other,Male,South,Virginia,White,Female,White,White Female,White Female,1
1562,Other,Male,South,Georgia,Black,Male,Other,Other Male,Black Male,1
1563,Other,Male,South,Georgia,Black,Female,Other,Other Female,Black Female,1
1564,White,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1565,White,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1566,White,Male,South,South Carolina,Black,Female,Other,Other Female,Black Female,1
1567,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1568,White,Male,South,Oklahoma,Asian,Male,Other,Other Male,Asian Male,1
1569,Other,Male,South,South Carolina,Black,Male,Other,Other Male,Black Male,1
1570,Other,Male,South,South Carolina,Black,Female,Other,Other Female,Black Female,1
1571,Other,Male,South,Virginia,White,Male,White,White Male,White Male,1
1572,White,Male,South,Florida,Latino,Male,Other,Other Male,Latino Male,1
1573,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1574,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1575,Other,Male,South,Virginia,White,Female,White,White Female,White Female,1
1576,White,Male,South,Mississippi,White,Male,White,White Male,White Male,1
1577,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1578,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1579,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1580,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1581,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1582,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1583,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1584,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1585,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1586,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1587,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1588,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1589,Other,Male,South,Florida,Black,Female,Other,Other Female,Black Female,1
1590,Other,Male,South,Florida,Black,Female,Other,Other Female,Black Female,1
1591,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1592,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1593,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1594,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1595,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1596,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1597,Other,Male,South,Texas,Asian,Male,Other,Other Male,Asian Male,1
1598,Other,Male,South,Texas,Asian,Female,Other,Other Female,Asian Female,1
1599,Other,Male,South,Texas,Asian,Female,Other,Other Female,Asian Female,1
1600,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1601,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1602,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1603,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1604,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1605,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1606,Other,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1607,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1608,White,Male,South,Kentucky,White,Male,White,White Male,White Male,1
1609,White,Male,South,Kentucky,White,Female,White,White Female,White Female,1
1610,Other,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1611,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1612,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1613,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1614,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1615,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1616,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1617,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1618,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1619,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1620,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1621,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1622,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1623,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1624,White,Male,South,Tennessee,White,Male,White,White Male,White Male,1
1625,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
1626,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1627,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1628,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1629,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1630,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1631,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1632,Other,Male,South,Virginia,White,Male,White,White Male,White Male,1
1633,White,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1634,White,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1635,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1636,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1637,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1638,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1639,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1640,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1641,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1642,Other,Male,South,Alabama,Black,Male,Other,Other Male,Black Male,1
1643,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1644,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1645,Other,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1646,Other,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1647,Other,Male,South,Alabama,White,Female,White,White Female,White Female,1
1648,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1649,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1650,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1651,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1652,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1653,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1654,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1655,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1656,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1657,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1658,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1659,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1660,Other,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1661,Other,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1662,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1663,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1664,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1665,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1666,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1667,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1668,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1669,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1670,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1671,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1672,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1673,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1674,Other,Male,South,Virginia,White,Male,White,White Male,White Male,1
1675,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1676,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1677,Other,Male,South,Texas,Other Race,Male,Other,Other Male,Other Race Male,1
1678,Other,Male,South,Tennessee,Black,Male,Other,Other Male,Black Male,1
1679,Other,Male,South,Tennessee,Black,Male,Other,Other Male,Black Male,1
1680,Other,Male,South,Tennessee,Black,Male,Other,Other Male,Black Male,1
1681,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1682,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
